,material_id,formation_energy_per_atom,band_gap,pretty_formula,e_above_hull,elements,cif,spacegroup.number
6374,mp-5925,-0.2997504929999998,0.0,Nd2MgNi2,0.0,"['Mg', 'Nd', 'Ni']","# generated using pymatgen
data_Nd2MgNi2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.50670900
_cell_length_b   7.50670900
_cell_length_c   3.86877000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Nd2MgNi2
_chemical_formula_sum   'Nd4 Mg2 Ni4'
_cell_volume   218.00782030
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  0.32560300  0.82560300  0.50000000  1
  Nd  Nd1  1  0.82560300  0.67439700  0.50000000  1
  Nd  Nd2  1  0.17439700  0.32560300  0.50000000  1
  Nd  Nd3  1  0.67439700  0.17439700  0.50000000  1
  Mg  Mg4  1  0.50000000  0.50000000  0.00000000  1
  Mg  Mg5  1  0.00000000  0.00000000  0.00000000  1
  Ni  Ni6  1  0.11927200  0.61927200  0.00000000  1
  Ni  Ni7  1  0.61927200  0.88072800  0.00000000  1
  Ni  Ni8  1  0.88072800  0.38072800  0.00000000  1
  Ni  Ni9  1  0.38072800  0.11927200  0.00000000  1
",127
40773,mp-1246657,-0.7802587816219678,0.0,Sr4MnN4,0.0572740919444445,"['Mn', 'N', 'Sr']","# generated using pymatgen
data_Sr4MnN4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.19700519
_cell_length_b   6.79585243
_cell_length_c   9.02116243
_cell_angle_alpha   74.61992203
_cell_angle_beta   95.73309393
_cell_angle_gamma   84.45631151
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sr4MnN4
_chemical_formula_sum   'Sr8 Mn2 N8'
_cell_volume   361.46578486
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.76192800  0.52559500  0.10488800  1
  Sr  Sr1  1  0.23807200  0.47440500  0.89511200  1
  Sr  Sr2  1  0.75578300  0.11727000  0.90768600  1
  Sr  Sr3  1  0.24421700  0.88273000  0.09231400  1
  Sr  Sr4  1  0.76704900  0.41989900  0.55742200  1
  Sr  Sr5  1  0.23295100  0.58010100  0.44257800  1
  Sr  Sr6  1  0.27261100  0.97137600  0.63012900  1
  Sr  Sr7  1  0.72738900  0.02862400  0.36987100  1
  Mn  Mn8  1  0.79840000  0.77527000  0.73706600  1
  Mn  Mn9  1  0.20160000  0.22473000  0.26293400  1
  N  N10  1  0.97688300  0.69424700  0.61512900  1
  N  N11  1  0.02311700  0.30575300  0.38487100  1
  N  N12  1  0.96256000  0.77547500  0.91092200  1
  N  N13  1  0.03744000  0.22452500  0.08907800  1
  N  N14  1  0.59411200  0.60685300  0.77829100  1
  N  N15  1  0.40588800  0.39314700  0.22170900  1
  N  N16  1  0.31715600  0.96578200  0.34935800  1
  N  N17  1  0.68284400  0.03421800  0.65064200  1
",2
10522,mp-1067935,-3.048026310000001,0.0,Ho2SbO2,0.0,"['Ho', 'O', 'Sb']","# generated using pymatgen
data_Ho2SbO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.19126116
_cell_length_b   7.19126116
_cell_length_c   7.19126116
_cell_angle_alpha   149.07936564
_cell_angle_beta   149.07936564
_cell_angle_gamma   44.29449707
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ho2SbO2
_chemical_formula_sum   'Ho2 Sb1 O2'
_cell_volume   97.90703906
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ho  Ho0  1  0.66642400  0.66642400  0.00000000  1
  Ho  Ho1  1  0.33357600  0.33357600  0.00000000  1
  Sb  Sb2  1  0.00000000  0.00000000  0.00000000  1
  O  O3  1  0.75000000  0.25000000  0.50000000  1
  O  O4  1  0.25000000  0.75000000  0.50000000  1
",139
30861,mp-561489,-1.128378436333334,1.1875,AgTeO3,0.0201241584999998,"['Ag', 'O', 'Te']","# generated using pymatgen
data_AgTeO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.52912600
_cell_length_b   5.52890900
_cell_length_c   7.05462631
_cell_angle_alpha   78.91008507
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AgTeO3
_chemical_formula_sum   'Ag4 Te4 O12'
_cell_volume   288.18512707
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.50000000  0.00000000  0.00000000  1
  Ag  Ag1  1  0.00000000  0.00000000  0.00000000  1
  Ag  Ag2  1  0.75000000  0.44299400  0.81380700  1
  Ag  Ag3  1  0.25000000  0.55700600  0.18619300  1
  Te  Te4  1  0.25000000  0.48073100  0.68299800  1
  Te  Te5  1  0.75000000  0.51926900  0.31700200  1
  Te  Te6  1  0.00000000  0.00000000  0.50000000  1
  Te  Te7  1  0.50000000  0.00000000  0.50000000  1
  O  O8  1  0.48813700  0.76854600  0.32623400  1
  O  O9  1  0.93558300  0.26066000  0.27674000  1
  O  O10  1  0.25000000  0.33639500  0.94526900  1
  O  O11  1  0.25000000  0.10475600  0.43672100  1
  O  O12  1  0.01186300  0.76854600  0.32623400  1
  O  O13  1  0.75000000  0.89524400  0.56327900  1
  O  O14  1  0.56441700  0.26066000  0.27674000  1
  O  O15  1  0.06441700  0.73934000  0.72326000  1
  O  O16  1  0.98813700  0.23145400  0.67376600  1
  O  O17  1  0.51186300  0.23145400  0.67376600  1
  O  O18  1  0.43558300  0.73934000  0.72326000  1
  O  O19  1  0.75000000  0.66360500  0.05473100  1
",11
10986,mp-977592,-0.5192876801785715,0.0,Bi2Rh3S2,0.0,"['Bi', 'Rh', 'S']","# generated using pymatgen
data_Bi2Rh3S2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.12141382
_cell_length_b   7.12141382
_cell_length_c   8.12816392
_cell_angle_alpha   56.31563084
_cell_angle_beta   56.31563084
_cell_angle_gamma   72.49996602
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Bi2Rh3S2
_chemical_formula_sum   'Bi4 Rh6 S4'
_cell_volume   285.40403717
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Bi  Bi0  1  0.00721000  0.00721000  0.24431800  1
  Bi  Bi1  1  0.50118000  0.50118000  0.24792000  1
  Bi  Bi2  1  0.49882000  0.49882000  0.75208000  1
  Bi  Bi3  1  0.99279000  0.99279000  0.75568200  1
  Rh  Rh4  1  0.00000000  0.50000000  0.00000000  1
  Rh  Rh5  1  0.24827500  0.75172500  0.00000000  1
  Rh  Rh6  1  0.75172500  0.24827500  0.00000000  1
  Rh  Rh7  1  0.50000000  0.00000000  0.00000000  1
  Rh  Rh8  1  0.75617600  0.75617700  0.24090300  1
  Rh  Rh9  1  0.24382300  0.24382300  0.75909700  1
  S  S10  1  0.99631100  0.45477000  0.30683900  1
  S  S11  1  0.45477000  0.99631100  0.30683900  1
  S  S12  1  0.00368900  0.54523000  0.69316100  1
  S  S13  1  0.54523000  0.00368900  0.69316100  1
",12
44973,mp-972400,-0.7425479666666659,0.0,TmBiPd2,0.0762810312499988,"['Bi', 'Pd', 'Tm']","# generated using pymatgen
data_TmBiPd2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.88133347
_cell_length_b   4.88133347
_cell_length_c   4.88133347
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TmBiPd2
_chemical_formula_sum   'Tm1 Bi1 Pd2'
_cell_volume   82.24328256
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tm  Tm0  1  0.00000000  0.00000000  0.00000000  1
  Bi  Bi1  1  0.50000000  0.50000000  0.50000000  1
  Pd  Pd2  1  0.25000000  0.25000000  0.25000000  1
  Pd  Pd3  1  0.75000000  0.75000000  0.75000000  1
",225
1993,mp-983551,-0.3088662347916662,0.0,CePmTl2,0.0,"['Ce', 'Pm', 'Tl']","# generated using pymatgen
data_CePmTl2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.50928389
_cell_length_b   5.50928389
_cell_length_c   5.50928389
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CePmTl2
_chemical_formula_sum   'Ce1 Pm1 Tl2'
_cell_volume   118.24164374
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ce  Ce0  1  0.50000000  0.50000000  0.50000000  1
  Pm  Pm1  1  0.00000000  0.00000000  0.00000000  1
  Tl  Tl2  1  0.25000000  0.25000000  0.25000000  1
  Tl  Tl3  1  0.75000000  0.75000000  0.75000000  1
",225
43075,mp-1112018,-1.0034577866000003,0.536,K2InSbI6,0.0701849548333335,"['I', 'In', 'K', 'Sb']","# generated using pymatgen
data_K2InSbI6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.82457525
_cell_length_b   8.82457525
_cell_length_c   8.82457525
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   K2InSbI6
_chemical_formula_sum   'K2 In1 Sb1 I6'
_cell_volume   485.92185733
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.75000000  0.75000000  0.75000000  1
  K  K1  1  0.25000000  0.25000000  0.25000000  1
  In  In2  1  0.50000000  0.50000000  0.50000000  1
  Sb  Sb3  1  0.00000000  0.00000000  0.00000000  1
  I  I4  1  0.75644600  0.24355400  0.24355400  1
  I  I5  1  0.24355400  0.24355400  0.75644600  1
  I  I6  1  0.24355400  0.75644600  0.75644600  1
  I  I7  1  0.24355400  0.75644600  0.24355400  1
  I  I8  1  0.75644600  0.24355400  0.75644600  1
  I  I9  1  0.75644600  0.75644600  0.24355400  1
",225
17427,mp-861599,-0.4439412987499995,0.0,PuSnAu2,0.0,"['Au', 'Pu', 'Sn']","# generated using pymatgen
data_PuSnAu2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.03553649
_cell_length_b   5.03553649
_cell_length_c   5.03553649
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PuSnAu2
_chemical_formula_sum   'Pu1 Sn1 Au2'
_cell_volume   90.28638090
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pu  Pu0  1  0.50000000  0.50000000  0.50000000  1
  Sn  Sn1  1  0.00000000  0.00000000  0.00000000  1
  Au  Au2  1  0.25000000  0.25000000  0.25000000  1
  Au  Au3  1  0.75000000  0.75000000  0.75000000  1
",225
4639,mp-1207042,-0.5967340015000004,0.0,Er2GaNi2,0.0,"['Er', 'Ga', 'Ni']","# generated using pymatgen
data_Er2GaNi2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.15556700
_cell_length_b   5.33086100
_cell_length_c   5.29528065
_cell_angle_alpha   120.22252754
_cell_angle_beta   113.10291568
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Er2GaNi2
_chemical_formula_sum   'Er2 Ga1 Ni2'
_cell_volume   90.30688184
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.79655400  0.29655400  0.59310800  1
  Er  Er1  1  0.20344600  0.70344600  0.40689200  1
  Ga  Ga2  1  0.00000000  0.00000000  0.00000000  1
  Ni  Ni3  1  0.50000000  0.27137800  0.00000000  1
  Ni  Ni4  1  0.50000000  0.72862200  0.00000000  1
",71
21858,mp-557035,-2.4780234494027784,5.392799999999999,K3SO4F,0.0019806269444426,"['F', 'K', 'O', 'S']","# generated using pymatgen
data_K3SO4F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.60991994
_cell_length_b   7.60991994
_cell_length_c   7.60991994
_cell_angle_alpha   121.90274322
_cell_angle_beta   121.90274322
_cell_angle_gamma   86.73478200
_symmetry_Int_Tables_number   1
_chemical_formula_structural   K3SO4F
_chemical_formula_sum   'K6 S2 O8 F2'
_cell_volume   302.12396432
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.19296200  0.69296200  0.88592400  1
  K  K1  1  0.75000000  0.75000000  0.00000000  1
  K  K2  1  0.30703800  0.19296200  0.50000000  1
  K  K3  1  0.80703800  0.30703800  0.11407600  1
  K  K4  1  0.69296200  0.80703800  0.50000000  1
  K  K5  1  0.25000000  0.25000000  0.00000000  1
  S  S6  1  0.75000000  0.25000000  0.50000000  1
  S  S7  1  0.25000000  0.75000000  0.50000000  1
  O  O8  1  0.05490000  0.78740100  0.50000000  1
  O  O9  1  0.44510000  0.94510000  0.73250100  1
  O  O10  1  0.78740100  0.28740100  0.73250100  1
  O  O11  1  0.21259900  0.71259900  0.26749900  1
  O  O12  1  0.28740100  0.55490000  0.50000000  1
  O  O13  1  0.55490000  0.05490000  0.26749900  1
  O  O14  1  0.71259900  0.44510000  0.50000000  1
  O  O15  1  0.94510000  0.21259900  0.50000000  1
  F  F16  1  0.50000000  0.50000000  0.00000000  1
  F  F17  1  0.00000000  0.00000000  0.00000000  1
",140
33565,mp-1112645,-2.162778783545977,4.0622,Cs3YBr6,0.0303874644999995,"['Br', 'Cs', 'Y']","# generated using pymatgen
data_Cs3YBr6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.80736993
_cell_length_b   8.80736993
_cell_length_c   8.80736993
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs3YBr6
_chemical_formula_sum   'Cs3 Y1 Br6'
_cell_volume   483.08518177
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.75000000  0.75000000  0.75000000  1
  Cs  Cs1  1  0.25000000  0.25000000  0.25000000  1
  Cs  Cs2  1  0.50000000  0.50000000  0.50000000  1
  Y  Y3  1  0.00000000  0.00000000  0.00000000  1
  Br  Br4  1  0.77506000  0.22494000  0.22494000  1
  Br  Br5  1  0.22494000  0.22494000  0.77506000  1
  Br  Br6  1  0.22494000  0.77506000  0.77506000  1
  Br  Br7  1  0.22494000  0.77506000  0.22494000  1
  Br  Br8  1  0.77506000  0.22494000  0.77506000  1
  Br  Br9  1  0.77506000  0.77506000  0.22494000  1
",225
6064,mp-1100782,-0.0844928733333333,0.0,YbMg2,0.0,"['Mg', 'Yb']","# generated using pymatgen
data_YbMg2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.18669926
_cell_length_b   6.18669926
_cell_length_c   6.18669926
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YbMg2
_chemical_formula_sum   'Yb2 Mg4'
_cell_volume   167.44108043
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Yb  Yb0  1  0.25000000  0.25000000  0.25000000  1
  Yb  Yb1  1  0.00000000  0.00000000  0.00000000  1
  Mg  Mg2  1  0.62500000  0.12500000  0.62500000  1
  Mg  Mg3  1  0.62500000  0.62500000  0.62500000  1
  Mg  Mg4  1  0.12500000  0.62500000  0.62500000  1
  Mg  Mg5  1  0.62500000  0.62500000  0.12500000  1
",227
44769,mp-1228086,-3.0542350830000005,0.0,Ba2ZrWO6,0.0764087780833193,"['Ba', 'O', 'W', 'Zr']","# generated using pymatgen
data_Ba2ZrWO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.94717815
_cell_length_b   5.94717815
_cell_length_c   5.94717815
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba2ZrWO6
_chemical_formula_sum   'Ba2 Zr1 W1 O6'
_cell_volume   148.73659910
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.75000000  0.75000000  0.75000000  1
  Ba  Ba1  1  0.25000000  0.25000000  0.25000000  1
  Zr  Zr2  1  0.00000000  0.00000000  0.00000000  1
  W  W3  1  0.50000000  0.50000000  0.50000000  1
  O  O4  1  0.74741700  0.74741700  0.25258300  1
  O  O5  1  0.25258300  0.74741700  0.25258300  1
  O  O6  1  0.74741700  0.25258300  0.25258300  1
  O  O7  1  0.25258300  0.25258300  0.74741700  1
  O  O8  1  0.74741700  0.25258300  0.74741700  1
  O  O9  1  0.25258300  0.74741700  0.74741700  1
",225
11170,mp-1212840,-1.5251438138888895,0.7195000000000005,Er4OsBr4,0.0,"['Br', 'Er', 'Os']","# generated using pymatgen
data_Er4OsBr4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.81980586
_cell_length_b   8.81980586
_cell_length_c   6.53160967
_cell_angle_alpha   89.48758758
_cell_angle_beta   89.48758758
_cell_angle_gamma   89.36241173
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Er4OsBr4
_chemical_formula_sum   'Er8 Os2 Br8'
_cell_volume   508.01557723
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.24964300  0.90103200  0.01007800  1
  Er  Er1  1  0.75035700  0.09896800  0.98992200  1
  Er  Er2  1  0.09896800  0.75035700  0.48992200  1
  Er  Er3  1  0.90103200  0.24964300  0.51007800  1
  Er  Er4  1  0.75110400  0.90214600  0.50924500  1
  Er  Er5  1  0.24889600  0.09785400  0.49075500  1
  Er  Er6  1  0.09785400  0.24889600  0.99075500  1
  Er  Er7  1  0.90214600  0.75110400  0.00924500  1
  Os  Os8  1  0.99466900  0.00533100  0.25000000  1
  Os  Os9  1  0.00533100  0.99466900  0.75000000  1
  Br  Br10  1  0.42226600  0.81551100  0.40298900  1
  Br  Br11  1  0.57773400  0.18448900  0.59701100  1
  Br  Br12  1  0.18448900  0.57773400  0.09701100  1
  Br  Br13  1  0.81551100  0.42226600  0.90298900  1
  Br  Br14  1  0.41802300  0.19387000  0.09873600  1
  Br  Br15  1  0.58197700  0.80613000  0.90126400  1
  Br  Br16  1  0.80613000  0.58197700  0.40126400  1
  Br  Br17  1  0.19387000  0.41802300  0.59873600  1
",15
16879,mp-5150,-0.8309270687500003,0.0,HoSi2Ni,0.0,"['Ho', 'Ni', 'Si']","# generated using pymatgen
data_HoSi2Ni
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.45904611
_cell_length_b   8.45904611
_cell_length_c   3.94246200
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   152.92547564
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HoSi2Ni
_chemical_formula_sum   'Ho2 Si4 Ni2'
_cell_volume   128.39967829
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ho  Ho0  1  0.10566400  0.89433600  0.25000000  1
  Ho  Ho1  1  0.89433600  0.10566400  0.75000000  1
  Si  Si2  1  0.74931900  0.25068100  0.25000000  1
  Si  Si3  1  0.25068100  0.74931900  0.75000000  1
  Si  Si4  1  0.53985500  0.46014500  0.75000000  1
  Si  Si5  1  0.46014500  0.53985500  0.25000000  1
  Ni  Ni6  1  0.67673600  0.32326400  0.75000000  1
  Ni  Ni7  1  0.32326400  0.67673600  0.25000000  1
",63
7098,mp-1183688,-0.1942093593749998,0.0,CrGaRu2,0.0,"['Cr', 'Ga', 'Ru']","# generated using pymatgen
data_CrGaRu2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.24669665
_cell_length_b   4.24669665
_cell_length_c   4.24669665
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CrGaRu2
_chemical_formula_sum   'Cr1 Ga1 Ru2'
_cell_volume   54.15502010
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  0.50000000  0.50000000  0.50000000  1
  Ga  Ga1  1  0.00000000  0.00000000  0.00000000  1
  Ru  Ru2  1  0.25000000  0.25000000  0.25000000  1
  Ru  Ru3  1  0.75000000  0.75000000  0.75000000  1
",225
